hgnc_id	uniprot_id
HGNC:6555	O95214
HGNC:6556	O95202
HGNC:14648	Q2VYF4
HGNC:24241	Q6P1Q0
HGNC:31953	A8MZ59
HGNC:26854	Q3ZCV2
HGNC:6560	Q8NES3
HGNC:6561	P09382
HGNC:6562	P05162
HGNC:6563	P17931
HGNC:6564	Q08380
HGNC:6565	P56470
HGNC:6568	P47929
HGNC:34447	P47929
HGNC:6569	O00214
HGNC:6570	O00182
HGNC:24842	Q3B8N2
HGNC:33874	Q6DKI2
HGNC:15788	Q96DT0
HGNC:15449	Q9UHV8
HGNC:30054	Q8TCE9
HGNC:40039	A8MUM7
HGNC:25012	Q3ZCW2
HGNC:6572	O95970
HGNC:18710	Q8N0V4
HGNC:18711	Q8N145
HGNC:18712	Q8N135
HGNC:9472	Q99538
HGNC:13299	Q9BXB1
HGNC:4504	O75473
HGNC:19719	Q9HBX8
HGNC:21016	Q5TDP6
HGNC:6584	P01229
HGNC:6585	P22888
HGNC:6587	Q86WI0
HGNC:6588	Q6ZUX7
HGNC:6589	Q86UP9
HGNC:29568	Q7Z7J7
HGNC:21253	Q8TAF8
HGNC:6586	Q9Y693
HGNC:33725	Q6ICI0
HGNC:30042	Q9H008
HGNC:6593	P48742
HGNC:6594	P50458
HGNC:6595	Q9UBR4
HGNC:21734	Q969G2
HGNC:14216	Q9H2C1
HGNC:21735	Q9UPM6
HGNC:28838	Q68G74
HGNC:14222	Q9NQ69
HGNC:16429	O43766
HGNC:6596	P15018
HGNC:6597	P42702
HGNC:6598	P18858
HGNC:6600	P49916
HGNC:6601	P49917
HGNC:6602	O75019
HGNC:6603	Q8N149
HGNC:15503	P59901
HGNC:16309	A6NI73
HGNC:15495	Q6PI73
HGNC:6605	Q8NHL6
HGNC:6606	Q8N423
HGNC:6607	O75022
HGNC:6608	Q8NHJ6
HGNC:6609	O75023
HGNC:6610	P55344
HGNC:24636	Q9UHB6
HGNC:29191	Q9UPQ0
HGNC:6612	Q9UGP4
HGNC:28142	Q9BT23
HGNC:26016	Q9H400
HGNC:6613	P53667
HGNC:6614	P53671
HGNC:6616	P48059
HGNC:16084	Q7Z4I7
HGNC:30047	P0CW19
HGNC:39941	P0CW20
HGNC:17787	O14910
HGNC:17788	Q9HAP6
HGNC:17789	Q9NUP9
HGNC:30830	Q5TKA1
HGNC:15986	Q9H9Z2
HGNC:32207	Q6ZN17
HGNC:33234	Q96GY3
HGNC:19856	Q52LA3
HGNC:25397	Q6MZP7
HGNC:21205	Q96FE5
HGNC:21207	Q7L985
HGNC:21206	P0C6S8
HGNC:31814	Q6UY18
HGNC:30922	Q8NG48
HGNC:6617	P38571
HGNC:6619	P11150
HGNC:6621	Q05469
HGNC:6622	P07098
HGNC:6623	Q9Y5X9
HGNC:18483	Q8WWY8
HGNC:18821	Q6XZB0
HGNC:21773	Q5W064
HGNC:23444	Q5VXJ0
HGNC:23455	Q5VYY2
HGNC:23452	Q5VXI9
HGNC:29569	Q9Y234
HGNC:37216	A6NK58
HGNC:16841	Q99732
HGNC:53927	A0A1B0GVX0
HGNC:18581	Q8N485
HGNC:28715	Q8IVB5
HGNC:33718	Q8TD35
HGNC:21750	Q96L11
HGNC:6628	Q15334
HGNC:6629	Q6P1M3
HGNC:28229	Q9BRT6
HGNC:6631	P49257
HGNC:6632	Q9HAT1
HGNC:16986	Q12907
HGNC:19263	Q9H0V9
HGNC:13243	Q8WVP7
HGNC:18268	Q6UX01
HGNC:23038	Q9NUN5
HGNC:25287	Q68DH5
HGNC:6633	Q9NZU5
HGNC:14154	Q96S06
HGNC:25096	Q9BU23
HGNC:15991	Q96KR4
HGNC:6636	P02545
HGNC:6637	P20700
HGNC:6638	Q03252
HGNC:26683	Q8N9Z9
HGNC:28561	Q8IXW0
HGNC:6641	P25800
HGNC:6642	P25791
HGNC:6643	Q8TAP4
HGNC:6644	P61968
HGNC:6646	Q8WWI1
HGNC:6647	P29536
HGNC:6648	Q6P5Q4
HGNC:6649	Q0VAK6
HGNC:17880	Q8IWU2
HGNC:19295	Q96Q04
HGNC:6653	Q8TE12
HGNC:6654	O60663
HGNC:28014	A1A4G5
HGNC:6656	Q9UIQ6
HGNC:21610	Q9C0E8
HGNC:6657	Q8TBB1
HGNC:20421	Q8N448
HGNC:9479	P36776
HGNC:20598	Q86WA8
HGNC:26302	Q17RB8
HGNC:24788	Q1L5Z9
HGNC:21152	Q496Y0
HGNC:6663	P23490
HGNC:6664	P28300
HGNC:26521	Q8IVV2
HGNC:6665	Q08397
HGNC:6666	Q9Y4K0
HGNC:13869	P58215
HGNC:17171	Q96JB6
HGNC:6667	P08519
HGNC:3166	Q92633
HGNC:3168	Q9HBW0
HGNC:14298	Q9UBY5
HGNC:4478	Q99677
HGNC:13307	Q9H1C0
HGNC:15520	P43657
HGNC:25718	Q8NF37
HGNC:26032	Q7L5N7
HGNC:30244	Q6P1A2
HGNC:30059	Q643R3
HGNC:28985	Q92604
HGNC:13345	Q14693
HGNC:14450	Q92539
HGNC:14451	Q9BQK8
HGNC:6677	P06858
HGNC:6678	P22079
HGNC:6679	Q93052
HGNC:14061	O60711
HGNC:6685	O95237
HGNC:20743	Q96KN4
HGNC:24166	Q96KN1
HGNC:1742	P50851
HGNC:20309	Q9Y2L9
HGNC:29292	Q5VUJ6
HGNC:28637	Q96II8
HGNC:6691	O75427
HGNC:44160	A6NCL2
HGNC:29290	Q9P244
HGNC:21226	Q9ULH4
HGNC:28370	Q9BTN0
HGNC:28456	Q6PJG9
HGNC:20360	Q96NI6
HGNC:29480	P02750
HGNC:21964	Q96M69
HGNC:30299	Q5T3J3
HGNC:17360	Q96JA1
HGNC:20889	O94898
HGNC:30991	Q6UXM1
HGNC:23404	Q9P2V4
HGNC:23443	A6NDA9
HGNC:24783	Q3SXY7
HGNC:23405	Q9H2I8
HGNC:6692	Q07954
HGNC:6693	Q9NZR2
HGNC:6694	P98164
HGNC:25434	Q9P2M1
HGNC:6695	O75074
HGNC:6696	O75096
HGNC:6697	O75197
HGNC:6698	O75581
HGNC:6700	Q14114
HGNC:14553	Q7Z4F1
HGNC:16936	Q86VZ4
HGNC:31708	Q9Y561
HGNC:6701	P30533
HGNC:15714	P42704
HGNC:19742	Q96L50
HGNC:14307	Q9BTT6
HGNC:14676	Q9BYS8
HGNC:14965	Q9BY71
HGNC:28105	Q96PB8
HGNC:40034	A6NJW4
HGNC:15586	Q9HBW1
HGNC:25042	Q9NT99
HGNC:29317	Q9HCJ2
HGNC:18531	Q96NW7
HGNC:19027	Q8IWT6
HGNC:30692	Q6P9F7
HGNC:25075	Q8TDW0
HGNC:16992	Q7L1W4
HGNC:26272	Q6NSJ5
HGNC:19848	Q6ZRR7
HGNC:20264	Q5BKY1
HGNC:37215	A6NIK2
HGNC:20419	Q15048
HGNC:37268	A6NHZ5
HGNC:20818	Q8TF66
HGNC:16895	Q8N6Y2
HGNC:23199	Q8N456
HGNC:23379	Q9H756
HGNC:23421	Q8TCA0
HGNC:19138	Q53EV4
HGNC:28947	Q50LG9
HGNC:29806	Q8N386
HGNC:31409	Q2I0M4
HGNC:29346	Q9C0I9
HGNC:28355	Q86X40
HGNC:30219	A6NM36
HGNC:26261	Q6UY01
HGNC:4161	Q14392
HGNC:28408	Q8IZ02
HGNC:25615	Q1X8D7
HGNC:29069	A6NMS7
HGNC:32404	A6NM11
HGNC:32427	O60309
HGNC:29070	Q96QE4
HGNC:27005	Q5VT99
HGNC:28228	Q96DD0
HGNC:26004	Q9H9A6
HGNC:16917	Q15345
HGNC:28792	Q9Y546
HGNC:28562	Q8N309
HGNC:28302	Q96CN5
HGNC:25047	Q96FV0
HGNC:29207	Q8N1G4
HGNC:25965	Q8IUZ0
HGNC:55526	Q96E66
HGNC:32156	Q8N7C0
HGNC:25255	A6NM62
HGNC:32324	Q6ZSA7
HGNC:25430	Q8IYG6
HGNC:26719	Q8N9N7
HGNC:26968	Q96CX6
HGNC:28817	Q96AG4
HGNC:21704	Q9BV99
HGNC:34296	Q05C16
HGNC:34299	Q68CR7
HGNC:34303	Q6ZNQ3
HGNC:35155	Q7Z2Q7
HGNC:26556	Q8N4P6
HGNC:42972	A6NJI9
HGNC:21375	Q5JTD7
HGNC:23346	Q0VAA2
HGNC:34301	Q6ZQY2
HGNC:32403	Q8NAA5
HGNC:33155	Q2VPJ9
HGNC:29373	Q9C099
HGNC:34300	A4D1F6
HGNC:6702	Q32MZ4
HGNC:6703	Q9Y608
HGNC:25708	Q96JM4
HGNC:28318	A6PVS8
HGNC:34298	A6NIV6
HGNC:18608	Q38SD2
HGNC:18618	Q5S007
HGNC:20980	Q6UXK5
HGNC:16914	O75325
HGNC:17200	Q9H3W5
HGNC:16208	Q8WUT4
HGNC:33724	Q8ND94
HGNC:19408	Q86UE6
HGNC:19409	O43300
HGNC:19410	Q86VH5
HGNC:19411	Q86VH4
HGNC:25135	Q6UWE0
HGNC:25023	Q9HBL6
HGNC:32443	Q8N967
HGNC:21769	Q9UFC0
HGNC:6705	Q13449
HGNC:25652	Q9H089
HGNC:20472	O15116
HGNC:13940	Q9Y333
HGNC:17874	P62310
HGNC:17259	Q9Y4Z0
HGNC:17162	Q9Y4Y9
HGNC:17017	P62312
HGNC:20470	Q9UK45
HGNC:20471	O95777
HGNC:17562	Q969L4
HGNC:30860	P83369
HGNC:26407	Q3MHD2
HGNC:24489	Q8ND56
HGNC:15887	Q9BX40
HGNC:22036	Q8N8F7
HGNC:26781	Q8N112
HGNC:6707	P33241
HGNC:29572	Q86X29
HGNC:6708	P48449
HGNC:14189	O00453
HGNC:6709	P01374
HGNC:6710	P09960
HGNC:6711	Q06643
HGNC:6713	Q15722
HGNC:19260	Q9NPC1
HGNC:6714	Q14766
HGNC:6715	Q14767
HGNC:6716	Q9NS15
HGNC:6717	Q8N2S1
HGNC:6718	P36941
HGNC:6719	Q16873
HGNC:6720	P02788
HGNC:6721	P29376
HGNC:13082	O94822
HGNC:17589	Q8WV07
HGNC:21173	Q96GA3
HGNC:6723	Q9NQ29
HGNC:21608	Q9Y383
HGNC:24309	O95232
HGNC:6724	P51884
HGNC:32327	Q96LR2
HGNC:31452	Q8IV03
HGNC:14985	Q86V48
HGNC:23206	Q86TE4
HGNC:24971	Q9P127
HGNC:26904	Q6Q4G3
HGNC:13347	Q9BS40
HGNC:13348	Q14210
HGNC:6727	Q16553
HGNC:13931	Q8NDX9
HGNC:13932	Q5SRR4
HGNC:13936	O95867
HGNC:13935	O95868
HGNC:13933	Q5SQ64
HGNC:6728	O94772
HGNC:24225	Q17RY6
HGNC:52284	H3BQJ8
HGNC:54397	P0DTL4
HGNC:6730	Q9HBG7
HGNC:6729	O60449
HGNC:16837	O95711
HGNC:17156	Q9Y6Y9
HGNC:26021	Q9NX58
HGNC:27014	Q8N1E2
HGNC:29615	Q86SG7
HGNC:6734	P12980
HGNC:6735	P07948
HGNC:29604	P0DP58
HGNC:28431	Q8N2G4
HGNC:25215	Q6UXB3
HGNC:24880	O95274
HGNC:28659	Q6UWN0
HGNC:26397	Q6UWN5
HGNC:28751	Q86Y78
HGNC:27018	Q8NI32
HGNC:44208	Q6UX82
HGNC:6737	O75608
HGNC:6738	O95372
HGNC:20440	Q5VWZ2
HGNC:25074	O43325
HGNC:25229	Q9NU23
HGNC:21365	Q9HD34
HGNC:28072	Q5U5X0
HGNC:27314	A8MSI8
HGNC:20218	Q8N6I4
HGNC:32070	Q96S90
HGNC:28571	Q8IV50
HGNC:26969	Q7Z3D4
HGNC:26571	Q5XG99
HGNC:1968	Q99698
HGNC:14687	Q9Y5Y7
HGNC:6740	P61626
HGNC:30502	Q6UWQ5
HGNC:29613	Q7Z4W2
HGNC:28387	Q96KX0
HGNC:29614	O75951
HGNC:17497	Q8WZA0
HGNC:6741	Q9NQ48
HGNC:6742	Q8N653
HGNC:13861	Q9Y250
HGNC:29381	Q9BRK4
HGNC:30139	O60299
HGNC:25183	Q8TC57
HGNC:6752	P20645
HGNC:6757	Q13394
HGNC:6758	Q9Y586
HGNC:26787	Q8N8X9
HGNC:26216	Q08AI8
HGNC:30215	Q6ZN28
HGNC:13664	O94854|Q9UPN3
HGNC:25052	Q96GV9
HGNC:25572	Q8N5G2
HGNC:29598	Q9BQ69
HGNC:16126	A1Z1Q3
HGNC:4740	O75367
HGNC:14453	Q9P0M6
HGNC:6762	Q9Y6D9
HGNC:6763	Q13257
HGNC:21059	Q15013
HGNC:6764	Q9UI95
HGNC:6765	Q13477
HGNC:6766	Q8WXG6
HGNC:13731	Q7L5Y9
HGNC:25929	Q96JY0
HGNC:6776	O75444
HGNC:24966	Q9H063
HGNC:23145	Q8NHW3
HGNC:6408	Q9Y5Q3
HGNC:6780	Q9ULX9
HGNC:6781	O15525
HGNC:6782	O60675
HGNC:6783	P20916
HGNC:6796	P43355
HGNC:6800	P43356
HGNC:19340	P43356
HGNC:6801	P43357
HGNC:6802	P43358
HGNC:6804	P43360
HGNC:6806	P43361
HGNC:6807	P43362
HGNC:31909	P43362
HGNC:6797	P43363
HGNC:6798	P43364
HGNC:6799	P43365
HGNC:6808	P43366
HGNC:6809	O15479
HGNC:6810	O15480
HGNC:6811	O15481
HGNC:23795	Q9BZ81
HGNC:23796	Q8N7X4
HGNC:28824	NA
HGNC:25377	Q96LZ2
HGNC:21188	A2A368
HGNC:17418	A8MXT2
HGNC:28515	Q96M61
HGNC:6812	O60732
HGNC:13574	Q9UBF1
HGNC:23798	Q8TD91
HGNC:6813	Q9Y5V3
HGNC:16353	Q9UNF1
HGNC:23793	Q96JG8
HGNC:22880	Q96JG8
HGNC:24934	Q9HCI5
HGNC:24935	Q8TD90
HGNC:29639	Q9HAY2
HGNC:24092	Q9H213
HGNC:6814	Q9UJ55
HGNC:946	Q96QZ7
HGNC:18957	Q86UL8
HGNC:29647	Q5TCQ9
HGNC:30006	Q9H6Y5
HGNC:6815	P61326
HGNC:25504	Q96A72
HGNC:28880	Q9H0U3
HGNC:26198	Q8WWC4
HGNC:27441	Q3KP22
HGNC:6816	P20794
HGNC:13703	Q9BXY0
HGNC:6817	P21145
HGNC:13634	Q969L2
HGNC:6818	Q13021
HGNC:24331	Q5VYJ5
HGNC:21721	Q96EH3
HGNC:6819	Q9UDY8
HGNC:23673	Q7Z304
HGNC:24083	Q6UXC1
HGNC:13632	Q92585
HGNC:16259	Q8IZL2
HGNC:16272	Q96JK9
HGNC:2568	Q13495
HGNC:26689	Q6ZN01
HGNC:6821	P33908
HGNC:6822	O60476
HGNC:6823	Q9UKM7
HGNC:19080	Q9NR34
HGNC:6824	Q16706
HGNC:6825	P49641
HGNC:6826	O00754
HGNC:29623	Q9Y2E5
HGNC:6827	Q9NTJ4
HGNC:6831	O00462
HGNC:15799	Q9NQG1
HGNC:21072	Q5SRI9
HGNC:26452	Q5VSG8
HGNC:15461	P55145
HGNC:25505	Q9H8J5
HGNC:40023	A6NHS7
HGNC:6833	P21397
HGNC:6834	P27338
HGNC:6835	P78559
HGNC:6836	P46821
HGNC:6838	Q9H492
HGNC:13352	Q9GZQ8
HGNC:34390	A6NCE7
HGNC:13353	Q9BXW4
HGNC:15715	Q66K74
HGNC:6839	P11137
HGNC:6840	Q02750
HGNC:6842	P36507
HGNC:6843	P46734
HGNC:6844	P45985
HGNC:6845	Q13163
HGNC:6846	P52564
HGNC:6847	O14733
HGNC:6848	Q13233
HGNC:6854	Q9Y2U5
HGNC:6855	Q99759
HGNC:6856	Q9Y6R4
HGNC:6857	Q99683
HGNC:6858	O95382
HGNC:6859	O43318
HGNC:16457	P57077
HGNC:6860	P41279
HGNC:6861	P80192
HGNC:6849	Q02779
HGNC:6850	Q16584
HGNC:6851	Q12852
HGNC:6852	O43283
HGNC:6853	Q99558
HGNC:31689	Q6ZN16
HGNC:26249	Q56UN5
HGNC:17797	Q9NYL2
HGNC:29798	Q5TCX8
HGNC:6862	P27816
HGNC:6863	Q92918
HGNC:6864	Q12851
HGNC:6865	Q8IVH8
HGNC:6866	O95819
HGNC:6867	Q9Y4K4
HGNC:6868	Q96JE9
HGNC:25753	Q9H9H5
HGNC:6869	Q14244
HGNC:25514	Q3KQU3
HGNC:25899	Q96T17
HGNC:25742	Q8IWC1
HGNC:26118	Q49MG5
HGNC:29265	Q9P2G4
HGNC:6871	P28482
HGNC:19840	Q8NDC0
HGNC:6877	P27361
HGNC:6878	P31152
HGNC:6879	Q16659
HGNC:6880	Q13164
HGNC:6881	P45983
HGNC:6882	Q9UQF2
HGNC:6883	Q13387
HGNC:6884	Q9UPT6
HGNC:6886	P45984
HGNC:6872	P53779
HGNC:6873	Q15759
HGNC:6874	P53778
HGNC:6875	O15264
HGNC:6876	Q16539
HGNC:24667	Q8TD08
HGNC:18752	Q9BPZ7
HGNC:6887	P49137
HGNC:6888	Q16644
HGNC:6889	Q8IW41
HGNC:29536	O60336
HGNC:6890	Q15691
HGNC:6891	Q15555
HGNC:6892	Q9UPY8
HGNC:6893	P10636
HGNC:26077	Q8TCQ1
HGNC:28038	Q9P0N8
HGNC:28728	Q86UD3
HGNC:29269	Q9P2E8
HGNC:26025	Q9NX47
HGNC:30550	O60337
HGNC:17393	Q9H992
HGNC:23356	Q5T0T0
HGNC:25139	Q86YJ5
HGNC:26655	Q8NA82
HGNC:33609	A6NNE9
HGNC:6759	P29966
HGNC:7142	P49006
HGNC:6895	Q9UEW3
HGNC:53644	A0A1B0GUY1
HGNC:29562	Q9Y4F3
HGNC:6896	Q9P0L2
HGNC:3332	Q7KZI7
HGNC:6897	P27448
HGNC:13538	Q96L34
HGNC:6898	P56192
HGNC:25133	Q96GW9
HGNC:28674	Q9BSK0
HGNC:26401	Q8N4S9
HGNC:30525	Q96A59
HGNC:6899	P04201
HGNC:13961	P35410
HGNC:6901	P48740
HGNC:6902	O00187
HGNC:19034	Q9Y2H9
HGNC:19035	Q6P0Q8
HGNC:19036	O60307
HGNC:19037	O15021
HGNC:19042	Q96GX5
HGNC:6903	Q00266
HGNC:6904	P31153
HGNC:6905	Q9NZL9
HGNC:34408	Q68EN5
HGNC:22206	Q8NCT3
HGNC:6906	P42679
HGNC:6907	P21941
HGNC:6908	O00339
HGNC:6909	O15232
HGNC:6910	O95460
HGNC:6912	P43243
HGNC:29140	Q9Y6X3
HGNC:29233	Q7Z434
HGNC:6913	P61244
HGNC:6914	P56270
HGNC:6915	P02144
HGNC:30438	Q8IYB1
HGNC:6916	Q9UIS9
HGNC:6917	Q9UBB5
HGNC:6918	O95983
HGNC:15774	Q8WWY6
HGNC:18532	Q8NHZ7
HGNC:53435	A0A1B0GVZ6
HGNC:37205	A6NE82
HGNC:37206	A6NDZ8
HGNC:37204	A6NJ08
HGNC:6919	O95243
HGNC:20444	Q9P267
HGNC:20445	Q96DN6
HGNC:20427	Q9NS73
HGNC:6922	P11226
HGNC:22180	A4D2B0
HGNC:33711	Q68D91
HGNC:6923	Q9NR56
HGNC:16746	Q5VZF2
HGNC:20564	Q9NUK0
HGNC:21579	Q6ZNC8
HGNC:25193	Q6ZWT7
HGNC:32311	Q96T53
HGNC:15505	Q96N66
HGNC:6925	P02686
HGNC:19866	Q05BQ5
HGNC:15456	Q14703
HGNC:15455	O43462
HGNC:6929	Q01726
HGNC:6930	Q01718
HGNC:6931	P41968
HGNC:6932	P32245
HGNC:6933	P33032
HGNC:6934	P43121
HGNC:29622	Q8IVS2
HGNC:6935	P23508
HGNC:6936	Q96RQ3
HGNC:6937	Q9HCC0
HGNC:20668	P59942
HGNC:16732	Q96PE7
HGNC:27291	Q8IX19
HGNC:6940	P10911
HGNC:14576	O15068
HGNC:30319	Q86YR7
HGNC:18451	Q8NI22
HGNC:4479	Q99705
HGNC:20867	Q969V1
HGNC:40050	D6RGH6
HGNC:6943	Q07820
HGNC:6944	P49736
HGNC:6945	P25205
HGNC:6946	O60318
HGNC:6947	P33991
HGNC:6948	P33992
HGNC:6949	Q14566
HGNC:6950	P33993
HGNC:16147	Q9UJA3
HGNC:21484	Q9NXL9
HGNC:18043	Q7L590
HGNC:25782	Q9BTE3
HGNC:26368	Q4G0Z9
HGNC:13356	Q9GZU1
HGNC:13357	Q8IZK6
HGNC:13358	Q8TDD5
HGNC:6954	Q8NEM0
HGNC:28007	C9JLW8
HGNC:14142	Q9BUT9
HGNC:6960	Q96EZ8
HGNC:26183	Q6DN14
HGNC:25636	Q6DN12
HGNC:23357	Q9ULC4
HGNC:49760	A0A3B3IRV3
HGNC:23526	Q8NE86
HGNC:26076	Q9NWR8
HGNC:21097	Q96AQ8
HGNC:21163	Q14676
HGNC:6967	Q99750
HGNC:28870	Q9P1T7
HGNC:53442	A0A1B0GVS7
HGNC:19267	Q8NFP4
HGNC:19835	Q7Z553
HGNC:6970	P40925
HGNC:17836	Q5I0G3
HGNC:6971	P40926
HGNC:6972	P21741
HGNC:29917	Q8TC05
HGNC:6973	Q00987
HGNC:6974	O15151
HGNC:18302	Q9NU22
HGNC:28781	Q86V88
HGNC:6983	P48163
HGNC:6984	P23368
HGNC:6985	Q16798
HGNC:6986	Q16626
HGNC:25674	Q9HAF1
HGNC:29325	Q6P9B6
HGNC:3498	Q03112
HGNC:6990	P51608
HGNC:19691	Q9BV79
HGNC:9234	Q15648
HGNC:17903	Q9NPJ6
HGNC:19970	O75586
HGNC:2378	O43513
HGNC:19971	Q96G25
HGNC:25487	Q9NWA0
HGNC:28760	Q9BTT4
HGNC:32687	Q9P086
HGNC:11957	Q93074
HGNC:16050	Q86YW9
HGNC:22474	Q9UHV7
HGNC:22962	Q71F56
HGNC:2370	O60244
HGNC:40162	P0DP75
HGNC:14248	Q96RN5
HGNC:17556	Q9Y2X0
HGNC:2375	Q9NVC6
HGNC:25944	Q9BUE0
HGNC:29600	A0JLT2
HGNC:16840	Q9H944
HGNC:11473	Q13503
HGNC:11477	Q15528
HGNC:2372	Q9ULK4
HGNC:22963	O75448
HGNC:28845	Q71SY5
HGNC:2376	O95402
HGNC:2377	Q6P2C8
HGNC:24628	Q9H204
HGNC:23074	Q9NX70
HGNC:23032	Q96HR3
HGNC:24260	Q9Y3C7
HGNC:25926	Q5VYS4
HGNC:6993	Q02078
HGNC:6995	Q02080
HGNC:6996	Q06413
HGNC:6997	Q14814
HGNC:6998	O15553
HGNC:3232	O75095
HGNC:3233	Q7Z7M0
HGNC:3234	Q9H1U4
HGNC:29634	Q96KG7
HGNC:29635	A6BM72
HGNC:28613	Q5TIA1
HGNC:43638	A8MW99
HGNC:23429	Q5JSS6
HGNC:51253	A0A087WXM9
HGNC:28569	Q8N635
HGNC:26670	A2RUB1
HGNC:44318	C9JSJ3
HGNC:7000	O00470
HGNC:7001	O14770
HGNC:29537	Q99687
HGNC:16870	Q14680
HGNC:7037	P08582
HGNC:14014	Q9Y316
HGNC:7010	O00255
HGNC:7013	P50221
HGNC:7014	P50222
HGNC:7015	Q16819
HGNC:7020	Q16820
HGNC:20247	Q7L2J0
HGNC:13361	Q9NQ76
HGNC:7027	Q12866
HGNC:13520	Q14696
HGNC:29658	Q9BRJ9
HGNC:29659	Q0VG99
HGNC:7028	Q5EB52
HGNC:7029	P08581
HGNC:15789	P53582
HGNC:32583	Q6UB28
HGNC:16672	P50579
HGNC:14151	Q9UJH8
HGNC:27584	Q641Q3
HGNC:7030	Q9UBP6
HGNC:25755	Q96IZ6
HGNC:18272	Q6P1Q9
HGNC:17563	Q86U44
HGNC:24726	Q8N3J2
HGNC:25006	Q9NRN9
HGNC:28343	Q8TCB7
HGNC:25856	Q9H825
HGNC:24586	Q9H1A3
HGNC:24248	Q8N6R0
HGNC:29330	Q9HCE5
HGNC:26606	A6NJ78
HGNC:28484	Q86W50
HGNC:19280	Q9H7H0
HGNC:28793	O95568
HGNC:30476	Q8WXB1
HGNC:33717	Q5VZV1
HGNC:28368	Q9BUU2
HGNC:26988	Q86XA0
HGNC:21566	Q5JXM2
HGNC:26228	Q8N6Q8
HGNC:24273	Q96FB5
HGNC:14141	Q96S19
HGNC:19068	Q8N6F8
HGNC:33482	A1L020
HGNC:25297	Q6ZN04
HGNC:28040	Q5U5Q3
HGNC:16734	Q86XN8
HGNC:7032	P55081
HGNC:7033	P55001
HGNC:7034	P55082
HGNC:29083	O75121
HGNC:7035	P55083
HGNC:29673	Q13361
HGNC:24858	Q9GZY8
HGNC:7036	Q08431
HGNC:16982	Q9Y4C4
HGNC:18262	Q8IWA4
HGNC:16877	O95140
HGNC:7038	O00587
HGNC:18121	Q9BY79
HGNC:25874	Q9H3U5
HGNC:25897	Q8NA29
HGNC:37207	A6NFX1
HGNC:25157	Q96ES6
HGNC:25433	Q8N468
HGNC:21053	Q5TF39
HGNC:28156	Q6N075
HGNC:24711	Q6ZSS7
HGNC:26656	Q8IWD5
HGNC:28486	Q8NHS3
HGNC:28158	Q8NBP5
HGNC:16894	Q14728
HGNC:25458	O43934
HGNC:28299	Q6NUT3
HGNC:26196	Q14CX5
HGNC:23363	Q96MC6
HGNC:23376	Q5SR56
HGNC:14010	Q8IWI9
HGNC:7043	O43451
HGNC:28101	Q2M2H8
HGNC:29969	Q8TDB4
HGNC:7044	P26572
HGNC:7045	Q10469
HGNC:7046	Q09327
HGNC:7047	Q9UM21
HGNC:7048	Q9UQ53
HGNC:30871	Q9UBM8
HGNC:43619	A6NG13
HGNC:7049	Q09328
HGNC:24140	Q3V5L5
HGNC:17038	Q99685
HGNC:16205	Q9BQP7
HGNC:7059	P16455
HGNC:7060	P08493
HGNC:20254	O60291
HGNC:7061	P10620
HGNC:7063	Q99735
HGNC:7064	O14880
HGNC:7076	Q16674
HGNC:18432	Q96PC5
HGNC:24008	Q5JRA6
HGNC:21086	Q86YT6
HGNC:30577	Q96AX9
HGNC:7090	Q29983
HGNC:20619	Q8TDZ2
HGNC:24693	O94851
HGNC:24694	Q7RTP6
HGNC:29804	Q8N3F8
HGNC:29672	Q8IY33
HGNC:7091	Q29980
HGNC:32068	Q5TGZ0
HGNC:33702	Q5XKP0
HGNC:1530	Q9BPX6
HGNC:31830	Q8IYU8
HGNC:27820	Q86XE3
HGNC:7095	O15344
HGNC:20715	Q9NPA3
HGNC:7096	Q9UJV3
HGNC:19853	Q6PJG2
HGNC:16298	Q504T8
HGNC:25979	L0R8F8|Q9NQG6
HGNC:17920	Q96C03
HGNC:28230	Q9BRT3
HGNC:29657	Q8N108
HGNC:29210	Q8N344
HGNC:26678	Q7Z3K6
HGNC:7097	P14174
HGNC:24030	A9UHW6
HGNC:24741	Q8NAN2
HGNC:23621	Q7L4E1
HGNC:25715	Q5JXC2
HGNC:27570	Q7Z6M3
HGNC:29172	Q9UPX6
HGNC:33914	P59773
HGNC:25648	Q8N5J2
HGNC:26954	Q8NBR6
HGNC:23578	Q9H8M7
HGNC:21916	Q4G0A6
HGNC:35475	A8MYZ0
HGNC:17565	Q8N4C8
HGNC:7102	Q9UNW1
HGNC:21905	Q9NXC5
HGNC:14522	Q9UGB7
HGNC:7103	P30301
HGNC:7104	Q99797
HGNC:21460	Q8TD10
HGNC:24967	Q9H081
HGNC:1286	Q9NYP9
HGNC:20190	Q6P0N0
HGNC:44122	A0A0U1RRN3
HGNC:27000	Q8IVT2
HGNC:26963	Q96FF7
HGNC:25207	Q8WV92
HGNC:7105	O75030
HGNC:31136	Q4VC31
HGNC:13363	Q9H2W2
HGNC:7107	P46013
HGNC:7108	Q9NPJ1
HGNC:7109	Q9UL63
HGNC:7110	Q9BUB5
HGNC:7111	Q9HBH9
HGNC:7112	Q9UHC7
HGNC:7113	Q9H000
HGNC:40375	H3BPM6
HGNC:7114	Q13064
HGNC:7121	Q9NXB0
HGNC:23729	Q8IYA7
HGNC:7124	Q16655
HGNC:17082	Q15049
HGNC:28973	Q14165
HGNC:7125	P58340
HGNC:7126	Q15773
HGNC:7127	P40692
