ModelID,PatientID,CellLineName,StrippedCellLineName,Age,SourceType,SangerModelID,RRID,DepmapModelType,GrowthPattern,MolecularSubtype,PrimaryOrMetastasis,SampleCollectionSite,Sex,SourceDetail,CatalogNumber,CCLEName,COSMICID,PublicComments,WTSIMasterCellID,OncotreeCode,OncotreeSubtype,OncotreePrimaryDisease,OncotreeLineage
ACH-000847,PT-dAMXIu,HGC-27,HGC27,,,SIDM00290,CVCL_1279,STAD,Adherent,,Metastatic,lymph_node,Unknown,ECACC,,HGC27_STOMACH,907055.0,,1102.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000848,PT-WkfAGI,JHH-7,JHH7,53.0,Commercial,SIDM00614,CVCL_2805,HCC,Unknown,,Primary,liver,Male,HSRRB,,JHH7_LIVER,1240160.0,,1038.0,HCC,Hepatocellular Carcinoma,Hepatocellular Carcinoma,Liver
ACH-000849,PT-58loXx,MDA-MB-468,MDAMB468,51.0,Commercial,SIDM00628,CVCL_0419,BRCA,Adherent,basal_A,Metastatic,pleural_effusion,Female,ATCC,,MDAMB468_BREAST,908123.0,,415.0,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000850,PT-Vb9Y0H,Hs 698.T,HS698T,70.0,Commercial,,CVCL_0855,ZFIBCOL,Unknown,,Metastatic,soft_tissue,Male,ATCC,,HS698T_FIBROBLAST,,,,,"Fibroblast, Colorectal",Non-Cancerous,Fibroblast
ACH-000851,PT-klVvXs,MOR/CPR,MORCPR,,,,CVCL_2620,LUAD,Unknown,,Primary,lung,Unknown,ECACC,,MORCPR_LUNG,,,,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000852,PT-9wHWAd,NCI-H1435,NCIH1435,35.0,Commercial,SIDM00658,CVCL_1470,LUAD,Mixed,,Primary,lung,Female,ATCC,,NCIH1435_LUNG,1298347.0,,2119.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000853,PT-FGrsoV,NCI-H661,NCIH661,43.0,Commercial,SIDM01122,CVCL_1577,LCLC,Adherent,,Metastatic,lymph_node,Male,ATCC,,NCIH661_LUNG,687829.0,,107.0,LCLC,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000854,PT-y6VHrf,OCI-MY5,OCIMY5,,Academic lab,,CVCL_E332,PCM,Suspension,,,haematopoietic_and_lymphoid_tissue,Male,Constantine (?),,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000855,PT-8JwTBr,KYSE-150,KYSE150,49.0,Commercial,SIDM01031,CVCL_1348,ESCC,Adherent,,Primary,oesophagus,Female,DSMZ,,KYSE150_OESOPHAGUS,907317.0,,407.0,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000856,PT-PgOEtc,CAL-51,CAL51,45.0,Commercial,SIDM00933,CVCL_1110,BRCA,Adherent,basal_B,Metastatic,pleural_effusion,Female,DSMZ,,CAL51_BREAST,910927.0,,4.0,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000857,PT-IcfZvW,CAL-85-1,CAL851,35.0,Commercial,SIDM00928,CVCL_1114,IDC,Adherent,basal_A,Primary,breast,Female,DSMZ,,CAL851_BREAST,910852.0,,113.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000858,PT-obWM4y,KNS-62,KNS62,49.0,Commercial,SIDM00606,CVCL_1335,LUSC,Adherent,,Metastatic,central_nervous_system,Male,ATCC,,KNS62_LUNG,753569.0,,1369.0,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000859,PT-603OA3,HCC1954,HCC1954,61.0,Commercial,SIDM00872,CVCL_1259,DCIS,Adherent,basal_A,Primary,breast,Female,ATCC,,HCC1954_BREAST,749709.0,,2143.0,DCIS,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,Breast
ACH-000860,PT-W8OaFq,NCI-H358,NCIH358,,Commercial,SIDM00718,CVCL_1559,LUAD,Adherent,,Primary,lung,Male,ATCC,,NCIH358_LUNG,908465.0,,1691.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000861,PT-ExToNn,HOP-62,HOP62,60.0,Academic lab,SIDM00133,CVCL_1285,LUAD,Adherent,,Primary,lung,Female,Meyerson (Broad) who received from Minna,,HOP62_LUNG,905972.0,,1500.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000862,PT-y8P9Yk,KMBC-2,KMBC2,,Commercial,,CVCL_2977,BLCA,Unknown,,Primary,urinary_tract,Unknown,HSRRB,,KMBC2_URINARY_TRACT,,,,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000863,PT-LeOcTX,DBTRG-05MG,DBTRG05MG,59.0,Commercial,SIDM00867,CVCL_1169,GB,Adherent,,Primary,central_nervous_system,Female,ATCC,,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,906835.0,,1784.0,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000864,PT-8fO9EH,COLO 684,COLO684,63.0,,SIDM00142,CVCL_1132,UCEC,Suspension,,Primary,endometrium,Female,ECACC,,COLO684_ENDOMETRIUM,910691.0,,218.0,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000865,PT-zNE9qB,KYSE-450,KYSE450,59.0,Commercial,SIDM01027,CVCL_1353,ESCC,Adherent,,Primary,oesophagus,Male,DSMZ,,KYSE450_OESOPHAGUS,907320.0,,60.0,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000866,PT-l2795j,NCI-H1048,NCIH1048,53.0,Commercial,SIDM00654,CVCL_1453,SCLC,Adherent,,Metastatic,pleural_effusion,Female,ATCC,,NCIH1048_LUNG,687995.0,,1875.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000867,PT-3nyeTa,ChaGo-K-1,CHAGOK1,45.0,,SIDM00924,CVCL_1121,NSCLC,Adherent,,Metastatic,lung,Male,ECACC,,CHAGOK1_LUNG,687596.0,,1605.0,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
ACH-000868,PT-Js0sCN,HCC-1195,HCC1195,47.0,Commercial,,CVCL_5127,LUAS,Adherent,,Primary,lung,Male,KCLB,,HCC1195_LUNG,,,,LUAS,Lung Adenosquamous Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000869,PT-JylhbS,NCI-H1568,NCIH1568,48.0,Commercial,SIDM00750,CVCL_1476,LUAD,Adherent,,Metastatic,lymph_node,Female,ATCC,,NCIH1568_LUNG,1298348.0,,711.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000870,PT-J3fuZ3,NCI-H1930,NCIH1930,41.0,Commercial,,CVCL_1507,SCLC,Mixed,,Metastatic,lymph_node,Male,ATCC,,NCIH1930_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000871,PT-IG35r8,NCI-H510,NCIH510,56.0,Commercial,SIDM00927,CVCL_1565,SCLC,Mixed,,Metastatic,autonomic_ganglia,Male,ATCC,,NCIH510_LUNG,753605.0,,919.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000872,PT-CXILSG,HCC515,HCC515,39.0,Academic lab,,CVCL_5136,LUAD,Unknown,,,lung,Female,Meyerson (Broad) who received from Minna,,HCC515_LUNG,,,,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000873,PT-8iaWjG,KYSE-270,KYSE270,79.0,Commercial,SIDM01029,CVCL_1350,ESCC,Unknown,,Primary,oesophagus,Male,DSMZ,,KYSE270_OESOPHAGUS,907319.0,,1518.0,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000874,PT-eEEvwF,RS4;11,RS411,32.0,Commercial,SIDM01086,CVCL_0093,BLL,Suspension,,Primary,bone_marrow,Female,ATCC,,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909703.0,,862.0,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000875,PT-SrAh0r,NCI-H2347,NCIH2347,54.0,Commercial,SIDM00726,CVCL_1550,LUAD,Mixed,,Primary,lung,Female,ATCC,,NCIH2347_LUNG,687820.0,,337.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000876,PT-FjJcwU,MDA-MB-415,MDAMB415,38.0,Commercial,SIDM00630,CVCL_0621,BRCA,Adherent,HER2_amp,Metastatic,pleural_effusion,Female,ATCC,,MDAMB415_BREAST,924240.0,,344.0,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000877,PT-Lz3i3Q,EB1,EB1,9.0,Commercial,SIDM00862,CVCL_2027,BL,Suspension,,Primary,bone,Female,ATCC,,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,BL,Burkitt Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000878,PT-WMdXaj,HCC-15,HCC15,47.0,Commercial,SIDM01072,CVCL_2057,LUSC,Adherent,,Primary,lung,Male,DSMZ,,HCC15_LUNG,1240143.0,,1368.0,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000879,PT-wMzIqz,MFE-296,MFE296,68.0,Commercial,SIDM00334,CVCL_1406,UCEC,Unknown,,Primary,endometrium,Female,DSMZ,,MFE296_ENDOMETRIUM,908130.0,,920.0,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000880,PT-VHRCrj,AGS,AGS,54.0,Commercial,SIDM00850,CVCL_0139,STAD,Adherent,,Primary,stomach,Female,ATCC,,AGS_STOMACH,906790.0,,1011.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000881,PT-9PTPLm,MEL-JUSO,MELJUSO,58.0,Commercial,SIDM00336,CVCL_1403,SKCM,Unknown,,Primary,skin,Female,DSMZ,,MELJUSO_SKIN,908125.0,,626.0,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-000882,PT-MRf5jM,IGR-1,IGR1,42.0,Commercial,SIDM01060,CVCL_1303,MEL,Adherent,,Metastatic,lymph_node,Male,DSMZ,,IGR1_SKIN,907169.0,,1534.0,MEL,Melanoma,Melanoma,Skin
ACH-000883,PT-u7Vp6O,SW 1783,SW1783,68.0,Commercial,SIDM01164,CVCL_1722,AASTR,Adherent,,Primary,central_nervous_system,Male,ATCC,,SW1783_CENTRAL_NERVOUS_SYSTEM,909750.0,,1453.0,AASTR,Anaplastic Astrocytoma,Diffuse Glioma,CNS/Brain
ACH-000884,PT-3NwoWt,MDA-MB-435S,MDAMB435S,31.0,Commercial,SIDM01222,CVCL_0622,MEL,Unknown,,Metastatic,skin,Unknown,ATCC,,MDAMB435S_SKIN,,SNP fingerprinting confirms that this line is an M14 derivative. DepMap metadata has been updated (as of 22Q2) to reflect this.,,MEL,Melanoma,Melanoma,Skin
ACH-000885,PT-6zI98h,TOV-21G,TOV21G,62.0,Commercial,SIDM01169,CVCL_3613,CCOV,Adherent,,Primary,ovary,Female,ATCC,,TOV21G_OVARY,1240222.0,,700.0,CCOV,Clear Cell Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000886,PT-bwPYLi,NCI-H2009,NCIH2009,68.0,Commercial,SIDM00756,CVCL_1514,LUAD,Adherent,,Metastatic,lymph_node,Female,ATCC,,NCIH2009_LUNG,724873.0,,79.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000887,PT-Wth0p2,SF-172,SF172,36.0,Academic lab,,CVCL_V613,GB,Adherent,,,central_nervous_system,Female,Linda Chin,,SF172_CENTRAL_NERVOUS_SYSTEM,,,,GB,Glioblastoma,Diffuse Glioma,CNS/Brain
ACH-000888,PT-JWHrxe,NCI-H1793,NCIH1793,52.0,Commercial,SIDM00755,CVCL_1496,LUAD,Adherent,,Primary,lung,Female,ATCC,,NCIH1793_LUNG,908463.0,,934.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000889,PT-xlEnkN,KMM-1,KMM1,62.0,Commercial,,CVCL_2981,PCM,Mixed,,Primary,haematopoietic_and_lymphoid_tissue,Male,HSRRB,,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,PCM,Plasma Cell Myeloma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000890,PT-Np75OL,SW 1271,SW1271,69.0,Commercial,SIDM01156,CVCL_1716,SCLC,Adherent,,Primary,lung,Male,ATCC,,SW1271_LUNG,1299062.0,,2037.0,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000891,PT-T3jta4,HCC-1438,HCC1438,43.0,Commercial,,CVCL_L088,LCLC,Adherent,,Primary,lung,Male,KCLB,,HCC1438_LUNG,,,,LCLC,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000892,PT-msHTlh,NCI-H1563,NCIH1563,,Commercial,SIDM00751,CVCL_1475,LUAD,Adherent,,Primary,lung,Male,ATCC,,NCIH1563_LUNG,753600.0,,1402.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000893,PT-yo5QST,NCI-H1651,NCIH1651,71.0,Commercial,SIDM00744,CVCL_1484,LUAD,Adherent,,Primary,lung,Male,ATCC,,NCIH1651_LUNG,910900.0,,1828.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000894,PT-RPtiPJ,NCI-H1869,NCIH1869,58.0,Commercial,SIDM00768,CVCL_1500,LUSC,Adherent,,Metastatic,pleural_effusion,Male,ATCC,,NCIH1869_LUNG,1240183.0,,90.0,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000895,PT-LoHukX,CL-34,CL34,,Commercial,SIDM00945,CVCL_1980,COAD,Unknown,MSI,Primary,Colon,Female,DSMZ,,CL34_LARGE_INTESTINE,1290771.0,,1005.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000896,PT-bDT6oy,647-V,647V,59.0,Commercial,SIDM00983,CVCL_1049,BLCA,Unknown,,Primary,urinary_tract,Male,DSMZ,,647V_URINARY_TRACT,906797.0,,2061.0,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000897,PT-ZSsyUS,FTC-238,FTC238,42.0,,SIDM00228,CVCL_2447,THFO,Unknown,,Metastatic,lung,Male,ECACC,,FTC238_THYROID,,,,THFO,Follicular Thyroid Cancer,Well-Differentiated Thyroid Cancer,Thyroid
ACH-000898,PT-lvKDUW,SNU-719,SNU719,53.0,Commercial,,CVCL_5086,TSTAD,Mixed,,Primary,stomach,Male,KCLB,,SNU719_STOMACH,,,,TSTAD,Tubular Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000899,PT-j60QIc,WM-88,WM88,,Academic lab,,CVCL_6805,MEL,Unknown,,Metastatic,skin,Male,Received from CCLE; originally academic lab,,WM88_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-000900,PT-rWMXJp,NCI-H23,NCIH23,51.0,Commercial,SIDM00138,CVCL_1547,LUAD,Adherent,,Primary,lung,Male,ATCC,,NCIH23_LUNG,905942.0,,2108.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000901,PT-gBcBSy,HCC-1359,HCC1359,55.0,Commercial,,CVCL_5128,GCLC,Adherent,,Primary,lung,Female,KCLB,,HCC1359_LUNG,,,,GCLC,Giant Cell Carcinoma of the Lung,Non-Small Cell Lung Cancer,Lung
ACH-000902,PT-vbLgiZ,CAL-148,CAL148,58.0,Commercial,SIDM00938,CVCL_1106,IDC,Suspension,luminal_HER2_amp,Metastatic,pleural_effusion,Female,DSMZ,,CAL148_BREAST,924106.0,,1610.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000903,PT-ZSsyUS,FTC-133,FTC133,42.0,,SIDM00213,CVCL_1219,THFO,Unknown,,Metastatic,thyroid,Male,ECACC,,FTC133_THYROID,906864.0,,1007.0,THFO,Follicular Thyroid Cancer,Well-Differentiated Thyroid Cancer,Thyroid
ACH-000904,PT-lWWpjR,NCI-H2106,NCIH2106,58.0,Commercial,,CVCL_1526,LCLC,Suspension,,Metastatic,lymph_node,Male,ATCC,,NCIH2106_LUNG,,,,LCLC,Large Cell Lung Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000905,PT-nC0LDL,5637,5637,68.0,Commercial,SIDM00807,CVCL_0126,BLCA,Unknown,,,urinary_tract,Male,ATCC,,5637_URINARY_TRACT,687452.0,,1157.0,BLCA,Bladder Urothelial Carcinoma,Bladder Urothelial Carcinoma,Bladder/Urinary Tract
ACH-000906,PT-rH0cpo,ES-2,ES2,47.0,Commercial,SIDM00861,CVCL_3509,CCOV,Adherent,,Primary,ovary,Female,ATCC,,ES2_OVARY,1240128.0,,869.0,CCOV,Clear Cell Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000907,PT-20TYLm,SNU-349,SNU349,68.0,Commercial,,CVCL_5054,CCRCC,Adherent,,Primary,kidney,Male,KCLB,,SNU349_KIDNEY,,,,CCRCC,Renal Clear Cell Carcinoma,Renal Cell Carcinoma,Kidney
ACH-000908,PT-HKGwye,SNU-520,SNU520,60.0,Commercial,,CVCL_5072,STAD,Unknown,,Primary,stomach,Female,KCLB,,SNU520_STOMACH,,,,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000909,PT-4c7WBs,JHUEM-2,JHUEM2,62.0,Commercial,,CVCL_4656,UCEC,Mixed,,Primary,endometrium,Female,RIKEN,,JHUEM2_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000910,PT-TFQ2Kc,MDA-MB-453,MDAMB453,48.0,Commercial,SIDM00272,CVCL_0418,BRCA,Adherent,HER2_amp,Metastatic,pericardial_effusion,Female,ATCC,,MDAMB453_BREAST,908122.0,,101.0,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000911,PT-BTCHFg,NUGC-3,NUGC3,72.0,,SIDM00572,CVCL_1612,STAD,Adherent,,Metastatic,soft_tissue,Male,JHSF,,NUGC3_STOMACH,908455.0,,1251.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000912,PT-wNpw5y,NCI-H2286,NCIH2286,57.0,Commercial,SIDM00017,CVCL_1545,SCLC,Unknown,,Primary,lung,Female,ATCC,,NCIH2286_LUNG,,,,SCLC,Small Cell Lung Cancer,Lung Neuroendocrine Tumor,Lung
ACH-000913,PT-6MnPg3,ESS-1,ESS1,76.0,Commercial,SIDM01043,CVCL_1205,ESS,Adherent,,Primary,endometrium,Female,DSMZ,,ESS1_ENDOMETRIUM,907000.0,,293.0,ESS,Endometrial Stromal Sarcoma,Uterine Sarcoma/Mesenchymal,Uterus
ACH-000914,PT-zrYGap,HT,HT,70.0,Commercial,SIDM00661,CVCL_1290,DLBCLNOS,Unknown,,,ascites,Male,ATCC,,HT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,907063.0,,745.0,DLBCLNOS,"Diffuse Large B-Cell Lymphoma, NOS",Non-Hodgkin Lymphoma,Lymphoid
ACH-000915,PT-Jc7cdo,IPC-298,IPC298,64.0,Commercial,SIDM01059,CVCL_1307,SKCM,Adherent,,Primary,skin,Female,DSMZ,,IPC298_SKIN,907171.0,,77.0,SKCM,Cutaneous Melanoma,Melanoma,Skin
ACH-000916,PT-tMdDt6,NCI-H1573,NCIH1573,35.0,Commercial,SIDM00749,CVCL_1478,LUAD,Adherent,,Metastatic,soft_tissue,Female,ATCC,,NCIH1573_LUNG,908472.0,,372.0,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000917,PT-2HckVI,TE-4,TE4,48.0,Commercial,SIDM00250,CVCL_3337,ESCC,Adherent,,,lymph_node,Male,RIKEN,,TE4_OESOPHAGUS,1503371.0,Cell line thought to be female but has Y chromosome expression.,382.0,ESCC,Esophageal Squamous Cell Carcinoma,Esophageal Squamous Cell Carcinoma,Esophagus/Stomach
ACH-000918,PT-vmdivL,MOLT-16,MOLT16,5.0,Commercial,SIDM00431,CVCL_1424,TLL,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,908147.0,,1321.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000919,PT-Iu2j9I,IM95,IM95,63.0,Commercial,SIDM00602,CVCL_2961,STAD,Mixed,,Primary,stomach,Male,HSRRB,,IM95_STOMACH,1240155.0,,405.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000920,PT-9UeFHL,CML-T1,CMLT1,36.0,Commercial,SIDM00958,CVCL_1126,CML,Unknown,,,haematopoietic_and_lymphoid_tissue,Female,DSMZ,,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,910951.0,,160.0,CML,Chronic Myelogenous Leukemia,Myeloproliferative Neoplasms,Myeloid
ACH-000921,PT-jKAU6d,NCI-H157-DM,NCIH157DM,59.0,Commercial,,CVCL_0463,LUSC,Adherent,,Metastatic,pleural_effusion,Male,ATCC,,NCIH157DM_LUNG,,Previously thought to be NCI-H1339 but ICLAC determined that ATCC stock used by DepMap is actually NCI-H157 or a derivative,,LUSC,Lung Squamous Cell Carcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000922,PT-0mdkef,RCH-ACV,RCHACV,8.0,Commercial,SIDM00449,CVCL_1851,BLL,Unknown,,,bone_marrow,Female,DSMZ,,RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,1330994.0,,1160.0,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000923,PT-6XYxNF,BCP-1,BCP1,94.0,Commercial,,CVCL_0107,PEL,Unknown,,,haematopoietic_and_lymphoid_tissue,Male,ATCC,,BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,PEL,Primary Effusion Lymphoma,Non-Hodgkin Lymphoma,Lymphoid
ACH-000924,PT-4qxYZb,NCI-H2172,NCIH2172,,Commercial,SIDM00926,CVCL_1537,NSCLC,Adherent,,Primary,lung,Female,ATCC,,NCIH2172_LUNG,1298353.0,,1692.0,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
ACH-000925,PT-xZ4Yje,DV-90,DV90,50.0,Commercial,,CVCL_1184,LUAD,Adherent,,Metastatic,pleural_effusion,Male,DSMZ,,DV90_LUNG,,,,LUAD,Lung Adenocarcinoma,Non-Small Cell Lung Cancer,Lung
ACH-000926,PT-vAncSZ,HT55,HT55,,,SIDM00541,CVCL_1294,COAD,Adherent,,Primary,large_intestine,Unknown,ECACC,,HT55_LARGE_INTESTINE,907287.0,,1688.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000927,PT-Az6j9u,BT-474,BT474,60.0,Commercial,SIDM00963,CVCL_0179,IDC,Adherent,HER2_amp,Primary,breast,Female,ATCC,,BT474_BREAST,946359.0,,412.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000928,PT-C2kgmR,JHUEM-1,JHUEM1,56.0,Commercial,,CVCL_4655,UCEC,Unknown,,Primary,endometrium,Female,RIKEN,,JHUEM1_ENDOMETRIUM,,,,UCEC,Endometrial Carcinoma,Endometrial Carcinoma,Uterus
ACH-000929,PT-29i6JV,NCI-H2110,NCIH2110,,Commercial,SIDM00703,CVCL_1530,NSCLC,Adherent,,Metastatic,pleural_effusion,Unknown,ATCC,,NCIH2110_LUNG,1298351.0,,1948.0,NSCLC,Non-Small Cell Lung Cancer,Non-Small Cell Lung Cancer,Lung
ACH-000930,PT-AHaEgg,HCC1569,HCC1569,70.0,Commercial,SIDM00878,CVCL_1255,IDC,Adherent,basal_A,Primary,breast,Female,ATCC,,HCC1569_BREAST,907046.0,,2127.0,IDC,Breast Invasive Ductal Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000931,PT-rXLMnY,HMCB,HMCB,57.0,Commercial,SIDM00914,CVCL_3317,MEL,Adherent,,Primary,skin,Female,ATCC,,HMCB_SKIN,,,,MEL,Melanoma,Melanoma,Skin
ACH-000932,PT-3F7Xgi,SNU-1,SNU1,44.0,Commercial,SIDM01146,CVCL_0099,STAD,Unknown,,Metastatic,stomach,Male,ATCC,,SNU1_STOMACH,908444.0,,564.0,STAD,Stomach Adenocarcinoma,Esophagogastric Adenocarcinoma,Esophagus/Stomach
ACH-000933,PT-f20OQ6,SNU-324,SNU324,50.0,Commercial,,CVCL_5051,PAAD,Unknown,,,pancreas,Male,KCLB,,SNU324_PANCREAS,,,,PAAD,Pancreatic Adenocarcinoma,Pancreatic Adenocarcinoma,Pancreas
ACH-000934,PT-0VWXIm,MDA-MB-361,MDAMB361,40.0,Commercial,SIDM00528,CVCL_0620,BRCA,Adherent,HER2_amp,Metastatic,central_nervous_system,Female,ATCC,,MDAMB361_BREAST,908121.0,,880.0,BRCA,Invasive Breast Carcinoma,Invasive Breast Carcinoma,Breast
ACH-000935,PT-snQqpb,MDST8,MDST8,,,SIDM00527,CVCL_2588,COAD,Unknown,,,large_intestine,Unknown,ECACC,,MDST8_LARGE_INTESTINE,1240173.0,,928.0,COAD,Colon Adenocarcinoma,Colorectal Adenocarcinoma,Bowel
ACH-000936,PT-AiIzwN,EFO-27,EFO27,36.0,Commercial,SIDM01051,CVCL_1192,MOV,Adherent,,Metastatic,abdomen,Female,DSMZ,,EFO27_OVARY,906852.0,,1497.0,MOV,Mucinous Ovarian Cancer,Ovarian Epithelial Tumor,Ovary/Fallopian Tube
ACH-000937,PT-UEq5KV,PF-382,PF382,6.0,Commercial,SIDM00451,CVCL_1641,TLL,Unknown,,,pleural_effusion,Female,DSMZ,,PF382_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,909260.0,,1043.0,TLL,T-Lymphoblastic Leukemia/Lymphoma,T-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000938,PT-rgsUoa,NALM-6,NALM6,19.0,Commercial,SIDM00429,CVCL_0092,BLL,Suspension,,Primary,haematopoietic_and_lymphoid_tissue,Male,DSMZ,,NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,908158.0,,973.0,BLL,B-Lymphoblastic Leukemia/Lymphoma,B-Lymphoblastic Leukemia/Lymphoma,Lymphoid
ACH-000939,PT-b2KmUs,SK-UT-1,SKUT1,75.0,Commercial,SIDM01113,CVCL_0533,ULMS,Unknown,,Primary,endometrium,Female,ATCC,,SKUT1_SOFT_TISSUE,909732.0,,725.0,ULMS,Uterine Leiomyosarcoma,Uterine Sarcoma/Mesenchymal,Uterus
