hgnc_id	uniprot_id	class_id	class_term
HGNC:25817	Q5VYS8	PC00174	nucleotidyltransferase
HGNC:25817	Q5VYS8	PC00220	transferase
HGNC:25817	Q5VYS8	PC00262	metabolite interconversion enzyme
HGNC:23315	Q5VYV0	PC00246	winged helix/forkhead transcription factor
HGNC:23315	Q5VYV0	PC00218	DNA-binding transcription factor
HGNC:23315	Q5VYV0	PC00264	gene-specific transcriptional regulator
HGNC:23315	Q5VYV0	PC00116	helix-turn-helix transcription factor
HGNC:23455	Q5VYY2	PC00143	lipase
HGNC:23455	Q5VYY2	PC00262	metabolite interconversion enzyme
HGNC:23455	Q5VYY2	PC00121	hydrolase
HGNC:30482	Q5VZ03	PC00176	oxidoreductase
HGNC:30482	Q5VZ03	PC00262	metabolite interconversion enzyme
HGNC:25316	Q5VZ19	PC00226	scaffold/adaptor protein
HGNC:29327	Q5VZ46	PC00214	tight junction
HGNC:29327	Q5VZ46	PC00070	cell junction protein
HGNC:13826	Q5VZB9	PC00218	DNA-binding transcription factor
HGNC:13826	Q5VZB9	PC00264	gene-specific transcriptional regulator
HGNC:24340	Q5VZE5	PC00038	acetyltransferase
HGNC:24340	Q5VZE5	PC00220	transferase
HGNC:24340	Q5VZE5	PC00262	metabolite interconversion enzyme
HGNC:16746	Q5VZF2	PC00148	RNA splicing factor
HGNC:16746	Q5VZF2	PC00171	nucleic acid metabolism protein
HGNC:16746	Q5VZF2	PC00031	RNA metabolism protein
HGNC:16746	Q5VZF2	PC00147	RNA processing factor
HGNC:13055	Q5VZL5	PC00244	zinc finger transcription factor
HGNC:13055	Q5VZL5	PC00218	DNA-binding transcription factor
HGNC:13055	Q5VZL5	PC00264	gene-specific transcriptional regulator
HGNC:19901	Q5VZM2	PC00208	small GTPase
HGNC:19901	Q5VZM2	PC00020	G-protein
HGNC:19901	Q5VZM2	PC00095	protein-binding activity modulator
HGNC:23531	Q5VZY2	PC00181	phosphatase
HGNC:23531	Q5VZY2	PC00262	metabolite interconversion enzyme
HGNC:23531	Q5VZY2	PC00121	hydrolase
HGNC:21773	Q5W064	PC00143	lipase
HGNC:21773	Q5W064	PC00262	metabolite interconversion enzyme
HGNC:21773	Q5W064	PC00121	hydrolase
HGNC:20294	Q5W0Q7	PC00081	cysteine protease
HGNC:20294	Q5W0Q7	PC00190	protease
HGNC:20294	Q5W0Q7	PC00260	protein modifying enzyme
HGNC:18232	Q5W0U4	PC00234	ubiquitin-protein ligase
HGNC:18232	Q5W0U4	PC00260	protein modifying enzyme
HGNC:16705	Q5XG87	PC00146	mRNA polyadenylation factor
HGNC:16705	Q5XG87	PC00171	nucleic acid metabolism protein
HGNC:16705	Q5XG87	PC00147	RNA processing factor
HGNC:16705	Q5XG87	PC00031	RNA metabolism protein
HGNC:26741	Q5XG92	PC00097	esterase
HGNC:26741	Q5XG92	PC00262	metabolite interconversion enzyme
HGNC:26741	Q5XG92	PC00121	hydrolase
HGNC:8518	Q5XKR4	PC00119	homeodomain transcription factor
HGNC:8518	Q5XKR4	PC00218	DNA-binding transcription factor
HGNC:8518	Q5XKR4	PC00264	gene-specific transcriptional regulator
HGNC:8518	Q5XKR4	PC00116	helix-turn-helix transcription factor
HGNC:16510	Q5XUX0	PC00234	ubiquitin-protein ligase
HGNC:16510	Q5XUX0	PC00260	protein modifying enzyme
HGNC:1211	Q5XX13	PC00234	ubiquitin-protein ligase
HGNC:1211	Q5XX13	PC00260	protein modifying enzyme
HGNC:19137	Q5ZPR3	PC00124	immunoglobulin receptor superfamily
HGNC:19137	Q5ZPR3	PC00090	defense/immunity protein
HGNC:25677	Q63HK3	PC00248	C2H2 zinc finger transcription factor
HGNC:25677	Q63HK3	PC00218	DNA-binding transcription factor
HGNC:25677	Q63HK3	PC00264	gene-specific transcriptional regulator
HGNC:25677	Q63HK3	PC00244	zinc finger transcription factor
HGNC:30700	Q63HK5	PC00244	zinc finger transcription factor
HGNC:30700	Q63HK5	PC00218	DNA-binding transcription factor
HGNC:30700	Q63HK5	PC00264	gene-specific transcriptional regulator
HGNC:20910	Q63HM1	PC00087	deacetylase
HGNC:20910	Q63HM1	PC00262	metabolite interconversion enzyme
HGNC:20910	Q63HM1	PC00121	hydrolase
HGNC:26810	Q63HQ2	PC00102	extracellular matrix protein
HGNC:19737	Q63HR2	PC00165	non-motor actin binding protein
HGNC:19737	Q63HR2	PC00085	cytoskeletal protein
HGNC:19737	Q63HR2	PC00041	actin or actin-binding cytoskeletal protein
HGNC:18057	Q63ZE4	PC00258	secondary carrier transporter
HGNC:18057	Q63ZE4	PC00227	transporter
HGNC:29300	Q63ZY3	PC00165	non-motor actin binding protein
HGNC:29300	Q63ZY3	PC00085	cytoskeletal protein
HGNC:29300	Q63ZY3	PC00041	actin or actin-binding cytoskeletal protein
HGNC:23416	Q641Q2	PC00226	scaffold/adaptor protein
HGNC:30059	Q643R3	PC00042	acyltransferase
HGNC:30059	Q643R3	PC00220	transferase
HGNC:30059	Q643R3	PC00262	metabolite interconversion enzyme
HGNC:21064	Q64LD2	PC00226	scaffold/adaptor protein
HGNC:24704	Q659C4	PC00031	RNA metabolism protein
HGNC:24704	Q659C4	PC00171	nucleic acid metabolism protein
HGNC:29086	Q66GS9	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:29097	Q66K14	PC00257	GTPase-activating protein
HGNC:29097	Q66K14	PC00022	G-protein modulator
HGNC:29097	Q66K14	PC00095	protein-binding activity modulator
HGNC:15715	Q66K74	PC00166	non-motor microtubule binding protein
HGNC:15715	Q66K74	PC00085	cytoskeletal protein
HGNC:15715	Q66K74	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:2333	Q66K79	PC00190	protease
HGNC:2333	Q66K79	PC00260	protein modifying enzyme
HGNC:3121	Q66K89	PC00248	C2H2 zinc finger transcription factor
HGNC:3121	Q66K89	PC00218	DNA-binding transcription factor
HGNC:3121	Q66K89	PC00264	gene-specific transcriptional regulator
HGNC:3121	Q66K89	PC00244	zinc finger transcription factor
HGNC:23732	Q66LE6	PC00195	protein phosphatase
HGNC:23732	Q66LE6	PC00260	protein modifying enzyme
HGNC:21727	Q67FW5	PC00111	glycosyltransferase
HGNC:21727	Q67FW5	PC00220	transferase
HGNC:21727	Q67FW5	PC00262	metabolite interconversion enzyme
HGNC:29176	Q684P5	PC00257	GTPase-activating protein
HGNC:29176	Q684P5	PC00022	G-protein modulator
HGNC:29176	Q684P5	PC00095	protein-binding activity modulator
HGNC:27270	Q68BL7	PC00211	structural protein
HGNC:24558	Q68BL8	PC00211	structural protein
HGNC:30931	Q68CK6	PC00142	ligase
HGNC:30931	Q68CK6	PC00262	metabolite interconversion enzyme
HGNC:24561	Q68CL5	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:24561	Q68CL5	PC00085	cytoskeletal protein
HGNC:28440	Q68CQ4	PC00031	RNA metabolism protein
HGNC:28440	Q68CQ4	PC00171	nucleic acid metabolism protein
HGNC:24870	Q68CQ7	PC00111	glycosyltransferase
HGNC:24870	Q68CQ7	PC00220	transferase
HGNC:24870	Q68CQ7	PC00262	metabolite interconversion enzyme
HGNC:34299	Q68CR7	PC00125	immunoglobulin superfamily cell adhesion molecule
HGNC:34299	Q68CR7	PC00069	cell adhesion molecule
HGNC:29168	Q68CZ1	PC00226	scaffold/adaptor protein
HGNC:21616	Q68CZ2	PC00165	non-motor actin binding protein
HGNC:21616	Q68CZ2	PC00085	cytoskeletal protein
HGNC:21616	Q68CZ2	PC00041	actin or actin-binding cytoskeletal protein
HGNC:26818	Q68D10	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:42400	Q68D85	PC00124	immunoglobulin receptor superfamily
HGNC:42400	Q68D85	PC00090	defense/immunity protein
HGNC:33711	Q68D91	PC00121	hydrolase
HGNC:33711	Q68D91	PC00262	metabolite interconversion enzyme
HGNC:26724	Q68DC2	PC00031	RNA metabolism protein
HGNC:26724	Q68DC2	PC00171	nucleic acid metabolism protein
HGNC:27396	Q68DD2	PC00186	phospholipase
HGNC:27396	Q68DD2	PC00143	lipase
HGNC:27396	Q68DD2	PC00262	metabolite interconversion enzyme
HGNC:27396	Q68DD2	PC00121	hydrolase
HGNC:27905	Q68DK7	PC00261	histone modifying enzyme
HGNC:27905	Q68DK7	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:29244	Q68DU8	PC00226	scaffold/adaptor protein
HGNC:30461	Q68DY1	PC00218	DNA-binding transcription factor
HGNC:30461	Q68DY1	PC00264	gene-specific transcriptional regulator
HGNC:13125	Q68EA5	PC00248	C2H2 zinc finger transcription factor
HGNC:13125	Q68EA5	PC00218	DNA-binding transcription factor
HGNC:13125	Q68EA5	PC00264	gene-specific transcriptional regulator
HGNC:13125	Q68EA5	PC00244	zinc finger transcription factor
HGNC:28838	Q68G74	PC00119	homeodomain transcription factor
HGNC:28838	Q68G74	PC00218	DNA-binding transcription factor
HGNC:28838	Q68G74	PC00264	gene-specific transcriptional regulator
HGNC:28838	Q68G74	PC00116	helix-turn-helix transcription factor
HGNC:18725	Q68G75	PC00179	peptide hormone
HGNC:18725	Q68G75	PC00207	intercellular signal molecule
HGNC:21302	Q693B1	PC00226	scaffold/adaptor protein
HGNC:27960	Q695T7	PC00068	primary active transporter
HGNC:27960	Q695T7	PC00227	transporter
HGNC:31454	Q6A555	PC00176	oxidoreductase
HGNC:31454	Q6A555	PC00262	metabolite interconversion enzyme
HGNC:29009	Q6AHZ1	PC00248	C2H2 zinc finger transcription factor
HGNC:29009	Q6AHZ1	PC00218	DNA-binding transcription factor
HGNC:29009	Q6AHZ1	PC00264	gene-specific transcriptional regulator
HGNC:29009	Q6AHZ1	PC00244	zinc finger transcription factor
HGNC:11077	Q6AI14	PC00258	secondary carrier transporter
HGNC:11077	Q6AI14	PC00227	transporter
HGNC:26720	Q6AZW8	PC00248	C2H2 zinc finger transcription factor
HGNC:26720	Q6AZW8	PC00218	DNA-binding transcription factor
HGNC:26720	Q6AZW8	PC00264	gene-specific transcriptional regulator
HGNC:26720	Q6AZW8	PC00244	zinc finger transcription factor
HGNC:21161	Q6AZZ1	PC00234	ubiquitin-protein ligase
HGNC:21161	Q6AZZ1	PC00260	protein modifying enzyme
HGNC:18334	Q6B0B8	PC00237	viral or transposable element protein
HGNC:25498	Q6B0I6	PC00261	histone modifying enzyme
HGNC:25498	Q6B0I6	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:32931	Q6B9Z1	PC00112	growth factor
HGNC:32931	Q6B9Z1	PC00207	intercellular signal molecule
HGNC:26431	Q6BAA4	PC00124	immunoglobulin receptor superfamily
HGNC:26431	Q6BAA4	PC00090	defense/immunity protein
HGNC:24376	Q6BCY4	PC00198	reductase
HGNC:24376	Q6BCY4	PC00262	metabolite interconversion enzyme
HGNC:24376	Q6BCY4	PC00176	oxidoreductase
HGNC:14529	Q6BEB4	PC00248	C2H2 zinc finger transcription factor
HGNC:14529	Q6BEB4	PC00218	DNA-binding transcription factor
HGNC:14529	Q6BEB4	PC00264	gene-specific transcriptional regulator
HGNC:14529	Q6BEB4	PC00244	zinc finger transcription factor
HGNC:26998	Q6DD87	PC00248	C2H2 zinc finger transcription factor
HGNC:26998	Q6DD87	PC00218	DNA-binding transcription factor
HGNC:26998	Q6DD87	PC00264	gene-specific transcriptional regulator
HGNC:26998	Q6DD87	PC00244	zinc finger transcription factor
HGNC:24526	Q6DD88	PC00117	heterotrimeric G-protein
HGNC:24526	Q6DD88	PC00020	G-protein
HGNC:24526	Q6DD88	PC00095	protein-binding activity modulator
HGNC:31853	Q6DHV7	PC00088	deaminase
HGNC:31853	Q6DHV7	PC00262	metabolite interconversion enzyme
HGNC:31853	Q6DHV7	PC00121	hydrolase
HGNC:29860	Q6DHY5	PC00257	GTPase-activating protein
HGNC:29860	Q6DHY5	PC00022	G-protein modulator
HGNC:29860	Q6DHY5	PC00095	protein-binding activity modulator
HGNC:9045	Q6DJT9	PC00248	C2H2 zinc finger transcription factor
HGNC:9045	Q6DJT9	PC00218	DNA-binding transcription factor
HGNC:9045	Q6DJT9	PC00264	gene-specific transcriptional regulator
HGNC:9045	Q6DJT9	PC00244	zinc finger transcription factor
HGNC:21370	Q6DKI1	PC00202	ribosomal protein
HGNC:21370	Q6DKI1	PC00263	translational protein
HGNC:33874	Q6DKI2	PC00102	extracellular matrix protein
HGNC:18008	Q6DKJ4	PC00176	oxidoreductase
HGNC:18008	Q6DKJ4	PC00262	metabolite interconversion enzyme
HGNC:31910	Q6DN72	PC00124	immunoglobulin receptor superfamily
HGNC:31910	Q6DN72	PC00090	defense/immunity protein
HGNC:29112	Q6DN90	PC00113	guanyl-nucleotide exchange factor
HGNC:29112	Q6DN90	PC00022	G-protein modulator
HGNC:29112	Q6DN90	PC00095	protein-binding activity modulator
HGNC:29829	Q6DT37	PC00167	non-receptor serine/threonine protein kinase
HGNC:29829	Q6DT37	PC00260	protein modifying enzyme
HGNC:23251	Q6E213	PC00042	acyltransferase
HGNC:23251	Q6E213	PC00220	transferase
HGNC:23251	Q6E213	PC00262	metabolite interconversion enzyme
HGNC:19372	Q6EBC2	PC00128	interleukin superfamily
HGNC:19372	Q6EBC2	PC00083	cytokine
HGNC:19372	Q6EBC2	PC00207	intercellular signal molecule
HGNC:14556	Q6EIG7	PC00150	membrane traffic protein
HGNC:33125	Q6EKJ0	PC00259	general transcription factor
HGNC:33125	Q6EKJ0	PC00171	nucleic acid metabolism protein
HGNC:33125	Q6EKJ0	PC00031	RNA metabolism protein
HGNC:19963	Q6EMB2	PC00157	microtubule or microtubule-binding cytoskeletal protein
HGNC:19963	Q6EMB2	PC00085	cytoskeletal protein
HGNC:18517	Q6EMK4	PC00197	transmembrane signal receptor
HGNC:10778	Q6FHJ7	PC00197	transmembrane signal receptor
HGNC:4736	Q6FI13	PC00118	histone
HGNC:29668	Q6FI13	PC00118	histone
HGNC:4736	Q6FI13	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:29668	Q6FI13	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:26440	Q6GMR7	PC00121	hydrolase
HGNC:26440	Q6GMR7	PC00262	metabolite interconversion enzyme
HGNC:2522	Q6GPI1	PC00203	serine protease
HGNC:2522	Q6GPI1	PC00190	protease
HGNC:2522	Q6GPI1	PC00260	protein modifying enzyme
HGNC:16683	Q6GQQ9	PC00081	cysteine protease
HGNC:16683	Q6GQQ9	PC00190	protease
HGNC:16683	Q6GQQ9	PC00260	protein modifying enzyme
HGNC:26518	Q6GTS8	PC00121	hydrolase
HGNC:26518	Q6GTS8	PC00262	metabolite interconversion enzyme
HGNC:6477	Q6GTX8	PC00124	immunoglobulin receptor superfamily
HGNC:6477	Q6GTX8	PC00090	defense/immunity protein
HGNC:17770	Q6GYQ0	PC00257	GTPase-activating protein
HGNC:17770	Q6GYQ0	PC00022	G-protein modulator
HGNC:17770	Q6GYQ0	PC00095	protein-binding activity modulator
HGNC:16795	Q6H3X3	PC00149	major histocompatibility complex protein
HGNC:16795	Q6H3X3	PC00090	defense/immunity protein
HGNC:19195	Q6H8Q1	PC00041	actin or actin-binding cytoskeletal protein
HGNC:19195	Q6H8Q1	PC00085	cytoskeletal protein
HGNC:31704	Q6HA08	PC00153	metalloprotease
HGNC:31704	Q6HA08	PC00190	protease
HGNC:31704	Q6HA08	PC00260	protein modifying enzyme
HGNC:30575	Q6IA17	PC00197	transmembrane signal receptor
HGNC:29832	Q6IA69	PC00142	ligase
HGNC:29832	Q6IA69	PC00262	metabolite interconversion enzyme
HGNC:24547	Q6IAN0	PC00092	dehydrogenase
HGNC:24547	Q6IAN0	PC00262	metabolite interconversion enzyme
HGNC:24547	Q6IAN0	PC00176	oxidoreductase
HGNC:13734	Q6IB77	PC00042	acyltransferase
HGNC:13734	Q6IB77	PC00220	transferase
HGNC:13734	Q6IB77	PC00262	metabolite interconversion enzyme
HGNC:9621	Q6IBS0	PC00165	non-motor actin binding protein
HGNC:9621	Q6IBS0	PC00085	cytoskeletal protein
HGNC:9621	Q6IBS0	PC00041	actin or actin-binding cytoskeletal protein
HGNC:24577	Q6ICB0	PC00081	cysteine protease
HGNC:24577	Q6ICB0	PC00190	protease
HGNC:24577	Q6ICB0	PC00260	protein modifying enzyme
HGNC:27161	Q6ICB4	PC00150	membrane traffic protein
HGNC:30437	Q6ICH7	PC00122	hydroxylase
HGNC:30437	Q6ICH7	PC00262	metabolite interconversion enzyme
HGNC:30437	Q6ICH7	PC00176	oxidoreductase
HGNC:17058	Q6ICL7	PC00258	secondary carrier transporter
HGNC:17058	Q6ICL7	PC00227	transporter
HGNC:33825	Q6IE38	PC00191	protease inhibitor
HGNC:33825	Q6IE38	PC00095	protein-binding activity modulator
HGNC:30027	Q6IE81	PC00244	zinc finger transcription factor
HGNC:30027	Q6IE81	PC00218	DNA-binding transcription factor
HGNC:30027	Q6IE81	PC00264	gene-specific transcriptional regulator
HGNC:15290	Q6IEU7	PC00197	transmembrane signal receptor
HGNC:15167	Q6IEV9	PC00197	transmembrane signal receptor
HGNC:8300	Q6IEY1	PC00197	transmembrane signal receptor
HGNC:15079	Q6IEY1	PC00197	transmembrane signal receptor
HGNC:31275	Q6IEY1	PC00197	transmembrane signal receptor
HGNC:15017	Q6IEZ7	PC00197	transmembrane signal receptor
HGNC:14725	Q6IF00	PC00197	transmembrane signal receptor
HGNC:8230	Q6IF42	PC00197	transmembrane signal receptor
HGNC:15239	Q6IF63	PC00197	transmembrane signal receptor
HGNC:31266	Q6IF82	PC00197	transmembrane signal receptor
HGNC:15217	Q6IFG1	PC00197	transmembrane signal receptor
HGNC:15041	Q6IFH4	PC00021	G-protein coupled receptor
HGNC:15041	Q6IFH4	PC00197	transmembrane signal receptor
HGNC:8396	Q6IFN5	PC00197	transmembrane signal receptor
HGNC:33433	Q6IMI4	PC00220	transferase
HGNC:33433	Q6IMI4	PC00262	metabolite interconversion enzyme
HGNC:33543	Q6IMI6	PC00220	transferase
HGNC:33543	Q6IMI6	PC00262	metabolite interconversion enzyme
HGNC:21259	Q6IMN6	PC00031	RNA metabolism protein
HGNC:21259	Q6IMN6	PC00171	nucleic acid metabolism protein
HGNC:26202	Q6IN84	PC00033	RNA methyltransferase
HGNC:26202	Q6IN84	PC00171	nucleic acid metabolism protein
HGNC:26202	Q6IN84	PC00031	RNA metabolism protein
HGNC:20219	Q6IN85	PC00002	ATP synthase
HGNC:20219	Q6IN85	PC00068	primary active transporter
HGNC:20219	Q6IN85	PC00227	transporter
HGNC:24757	Q6IPR3	PC00033	RNA methyltransferase
HGNC:24757	Q6IPR3	PC00171	nucleic acid metabolism protein
HGNC:24757	Q6IPR3	PC00031	RNA metabolism protein
HGNC:32220	Q6IPT4	PC00198	reductase
HGNC:32220	Q6IPT4	PC00262	metabolite interconversion enzyme
HGNC:32220	Q6IPT4	PC00176	oxidoreductase
HGNC:24889	Q6IPX1	PC00257	GTPase-activating protein
HGNC:24889	Q6IPX1	PC00022	G-protein modulator
HGNC:24889	Q6IPX1	PC00095	protein-binding activity modulator
HGNC:24553	Q6IPX3	PC00259	general transcription factor
HGNC:24553	Q6IPX3	PC00171	nucleic acid metabolism protein
HGNC:24553	Q6IPX3	PC00031	RNA metabolism protein
HGNC:27934	Q6IQ16	PC00234	ubiquitin-protein ligase
HGNC:27934	Q6IQ16	PC00260	protein modifying enzyme
HGNC:21683	Q6IQ20	PC00186	phospholipase
HGNC:21683	Q6IQ20	PC00143	lipase
HGNC:21683	Q6IQ20	PC00262	metabolite interconversion enzyme
HGNC:21683	Q6IQ20	PC00121	hydrolase
HGNC:26061	Q6IQ21	PC00248	C2H2 zinc finger transcription factor
HGNC:26061	Q6IQ21	PC00218	DNA-binding transcription factor
HGNC:26061	Q6IQ21	PC00264	gene-specific transcriptional regulator
HGNC:26061	Q6IQ21	PC00244	zinc finger transcription factor
HGNC:26643	Q6IQ49	PC00148	RNA splicing factor
HGNC:26643	Q6IQ49	PC00171	nucleic acid metabolism protein
HGNC:26643	Q6IQ49	PC00031	RNA metabolism protein
HGNC:26643	Q6IQ49	PC00147	RNA processing factor
HGNC:19141	Q6IQ55	PC00167	non-receptor serine/threonine protein kinase
HGNC:19141	Q6IQ55	PC00260	protein modifying enzyme
HGNC:17419	Q6IS14	PC00224	translation initiation factor
HGNC:17419	Q6IS14	PC00223	translation factor
HGNC:17419	Q6IS14	PC00263	translational protein
HGNC:16347	Q6IS24	PC00111	glycosyltransferase
HGNC:16347	Q6IS24	PC00220	transferase
HGNC:16347	Q6IS24	PC00262	metabolite interconversion enzyme
HGNC:2799	Q6ISB3	PC00218	DNA-binding transcription factor
HGNC:2799	Q6ISB3	PC00264	gene-specific transcriptional regulator
HGNC:6478	Q6ISS4	PC00124	immunoglobulin receptor superfamily
HGNC:6478	Q6ISS4	PC00090	defense/immunity protein
HGNC:20690	Q6IV72	PC00248	C2H2 zinc finger transcription factor
HGNC:20690	Q6IV72	PC00218	DNA-binding transcription factor
HGNC:20690	Q6IV72	PC00264	gene-specific transcriptional regulator
HGNC:20690	Q6IV72	PC00244	zinc finger transcription factor
HGNC:26175	Q6J4K2	PC00068	primary active transporter
HGNC:26175	Q6J4K2	PC00227	transporter
HGNC:28310	Q6JBY9	PC00226	scaffold/adaptor protein
HGNC:18829	Q6JEL2	PC00226	scaffold/adaptor protein
HGNC:21597	Q6JQN1	PC00092	dehydrogenase
HGNC:21597	Q6JQN1	PC00262	metabolite interconversion enzyme
HGNC:21597	Q6JQN1	PC00176	oxidoreductase
HGNC:28733	Q6JVE5	PC00219	transfer/carrier protein
HGNC:20892	Q6JVE6	PC00219	transfer/carrier protein
HGNC:27038	Q6JVE9	PC00219	transfer/carrier protein
HGNC:28894	Q6K0P9	PC00218	DNA-binding transcription factor
HGNC:28894	Q6K0P9	PC00264	gene-specific transcriptional regulator
HGNC:28862	Q6KC79	PC00077	chromatin/chromatin-binding, or -regulatory protein
HGNC:20663	Q6KCM7	PC00158	mitochondrial carrier protein
HGNC:20663	Q6KCM7	PC00258	secondary carrier transporter
HGNC:20663	Q6KCM7	PC00227	transporter
HGNC:4221	Q6KF10	PC00112	growth factor
HGNC:4221	Q6KF10	PC00207	intercellular signal molecule
HGNC:25386	Q6L8Q7	PC00146	mRNA polyadenylation factor
HGNC:25386	Q6L8Q7	PC00171	nucleic acid metabolism protein
HGNC:25386	Q6L8Q7	PC00031	RNA metabolism protein
HGNC:25386	Q6L8Q7	PC00147	RNA processing factor
HGNC:24137	Q6L9W6	PC00111	glycosyltransferase
HGNC:24137	Q6L9W6	PC00220	transferase
HGNC:24137	Q6L9W6	PC00262	metabolite interconversion enzyme
HGNC:30477	Q6MZM0	PC00175	oxidase
HGNC:30477	Q6MZM0	PC00262	metabolite interconversion enzyme
HGNC:30477	Q6MZM0	PC00176	oxidoreductase
HGNC:21389	Q6MZW2	PC00191	protease inhibitor
HGNC:21389	Q6MZW2	PC00095	protein-binding activity modulator
HGNC:16663	Q6MZZ7	PC00081	cysteine protease
HGNC:16663	Q6MZZ7	PC00190	protease
HGNC:16663	Q6MZZ7	PC00260	protein modifying enzyme
HGNC:25953	Q6N043	PC00248	C2H2 zinc finger transcription factor
HGNC:25953	Q6N043	PC00218	DNA-binding transcription factor
HGNC:25953	Q6N043	PC00264	gene-specific transcriptional regulator
HGNC:25953	Q6N043	PC00244	zinc finger transcription factor
HGNC:25823	Q6N063	PC00031	RNA metabolism protein
HGNC:25823	Q6N063	PC00171	nucleic acid metabolism protein
HGNC:26164	Q6N069	PC00038	acetyltransferase
HGNC:26164	Q6N069	PC00220	transferase
HGNC:26164	Q6N069	PC00262	metabolite interconversion enzyme
HGNC:28156	Q6N075	PC00227	transporter
HGNC:32487	Q6NS38	PC00177	oxygenase
HGNC:32487	Q6NS38	PC00262	metabolite interconversion enzyme
HGNC:32487	Q6NS38	PC00176	oxidoreductase
HGNC:19918	Q6NSJ0	PC00108	glucosidase
HGNC:19918	Q6NSJ0	PC00262	metabolite interconversion enzyme
HGNC:19918	Q6NSJ0	PC00121	hydrolase
HGNC:26272	Q6NSJ5	PC00226	scaffold/adaptor protein
HGNC:23106	Q6NSW7	PC00119	homeodomain transcription factor
HGNC:23106	Q6NSW7	PC00218	DNA-binding transcription factor
HGNC:23106	Q6NSW7	PC00264	gene-specific transcriptional regulator
HGNC:23106	Q6NSW7	PC00116	helix-turn-helix transcription factor
HGNC:21961	Q6NSZ9	PC00248	C2H2 zinc finger transcription factor
HGNC:21961	Q6NSZ9	PC00218	DNA-binding transcription factor
HGNC:21961	Q6NSZ9	PC00264	gene-specific transcriptional regulator
HGNC:21961	Q6NSZ9	PC00244	zinc finger transcription factor
HGNC:18331	Q6NT04	PC00237	viral or transposable element protein
HGNC:21573	Q6NT16	PC00258	secondary carrier transporter
HGNC:21573	Q6NT16	PC00227	transporter
HGNC:26459	Q6NT32	PC00097	esterase
HGNC:26459	Q6NT32	PC00262	metabolite interconversion enzyme
HGNC:26459	Q6NT32	PC00121	hydrolase
HGNC:16722	Q6NT52	PC00179	peptide hormone
HGNC:16722	Q6NT52	PC00207	intercellular signal molecule
HGNC:26820	Q6NT55	PC00177	oxygenase
HGNC:26820	Q6NT55	PC00262	metabolite interconversion enzyme
HGNC:26820	Q6NT55	PC00176	oxidoreductase
HGNC:24100	Q6NTF7	PC00147	RNA processing factor
HGNC:24100	Q6NTF7	PC00171	nucleic acid metabolism protein
HGNC:24100	Q6NTF7	PC00031	RNA metabolism protein
HGNC:23082	Q6NTF9	PC00068	primary active transporter
HGNC:23082	Q6NTF9	PC00227	transporter
HGNC:27168	Q6NUI2	PC00042	acyltransferase
HGNC:27168	Q6NUI2	PC00220	transferase
HGNC:27168	Q6NUI2	PC00262	metabolite interconversion enzyme
HGNC:25165	Q6NUI6	PC00197	transmembrane signal receptor
HGNC:33131	Q6NUJ1	PC00226	scaffold/adaptor protein
HGNC:25150	Q6NUJ5	PC00013	DNA methyltransferase
HGNC:25150	Q6NUJ5	PC00171	nucleic acid metabolism protein
HGNC:25150	Q6NUJ5	PC00009	DNA metabolism protein
HGNC:20662	Q6NUK1	PC00158	mitochondrial carrier protein
HGNC:20662	Q6NUK1	PC00258	secondary carrier transporter
HGNC:20662	Q6NUK1	PC00227	transporter
HGNC:23711	Q6NUK4	PC00150	membrane traffic protein
HGNC:33908	Q6NUM6	PC00144	lyase
HGNC:33908	Q6NUM6	PC00262	metabolite interconversion enzyme
HGNC:26060	Q6NUN0	PC00142	ligase
HGNC:26060	Q6NUN0	PC00262	metabolite interconversion enzyme
HGNC:21948	Q6NUN9	PC00248	C2H2 zinc finger transcription factor
HGNC:21948	Q6NUN9	PC00218	DNA-binding transcription factor
HGNC:21948	Q6NUN9	PC00264	gene-specific transcriptional regulator
HGNC:21948	Q6NUN9	PC00244	zinc finger transcription factor
HGNC:23788	Q6NUP7	PC00184	phosphatase modulator
HGNC:23788	Q6NUP7	PC00095	protein-binding activity modulator
HGNC:23618	Q6NV75	PC00021	G-protein coupled receptor
HGNC:23618	Q6NV75	PC00197	transmembrane signal receptor
HGNC:4908	Q6NVY1	PC00121	hydrolase
HGNC:4908	Q6NVY1	PC00262	metabolite interconversion enzyme
HGNC:16759	Q6NX49	PC00248	C2H2 zinc finger transcription factor
HGNC:16759	Q6NX49	PC00218	DNA-binding transcription factor
HGNC:16759	Q6NX49	PC00264	gene-specific transcriptional regulator
HGNC:16759	Q6NX49	PC00244	zinc finger transcription factor
HGNC:25966	Q6NXG1	PC00148	RNA splicing factor
HGNC:25966	Q6NXG1	PC00171	nucleic acid metabolism protein
HGNC:25966	Q6NXG1	PC00147	RNA processing factor
HGNC:25966	Q6NXG1	PC00031	RNA metabolism protein
HGNC:28061	Q6NXP0	PC00061	calmodulin-related
